GalaxyID,Class1.1,Class1.2,Class1.3,Class2.1,Class2.2,Class3.1,Class3.2,Class4.1,Class4.2,Class5.1,Class5.2,Class5.3,Class5.4,Class6.1,Class6.2,Class7.1,Class7.2,Class7.3,Class8.1,Class8.2,Class8.3,Class8.4,Class8.5,Class8.6,Class8.7,Class9.1,Class9.2,Class9.3,Class10.1,Class10.2,Class10.3,Class11.1,Class11.2,Class11.3,Class11.4,Class11.5,Class11.6
940762,0.425589,0.530157,0.044254,0.0,0.530157,0.0,0.530157,0.198625441,0.331531559,0.0,0.093918903,0.199187937,0.23705016,0.792992,0.207008,0.252374277,0.173214723,0.0,0.0,0.022203776,0.0,0.0,0.088022112,0.682766112,0.0,0.0,0.0,0.0,0.0,0.0,0.198625441,0.029027718,0.169597723,0.0,0.0,0.0,0.0
431157,0.25424,0.727057,0.018702,0.0,0.727057,0.0,0.727057,0.108339491,0.618717509,0.0,0.050721677,0.676335323,0.0,0.644771,0.355229,0.199942726,0.054297274,0.0,0.0,0.0,0.032955535,0.0,0.378976406,0.232839059,0.0,0.0,0.0,0.0,0.0,0.0,0.108339491,0.0,0.0,0.0,0.0,0.108339491,0.0
856915,0.004629,0.994677,0.000693,0.0,0.994677,0.274606447,0.720070553,0.981263781,0.013413219,0.194634417,0.450784632,0.325535899,0.023722052,0.142925,0.857075,0.004629,0.0,0.0,0.042448725,0.0,0.020152425,0.0,0.08032385,0.0,0.0,0.0,0.0,0.0,0.243996145,0.588080215,0.14918742,0.0,0.897388296,0.029921676,0.0,0.0,0.053953808
951760,0.434219,0.565781,0.0,0.0,0.565781,0.0,0.565781,0.212347228,0.353433772,0.119494645,0.213150071,0.233136285,0.0,0.176118,0.823882,0.231244197,0.202974803,0.0,0.0,0.0,0.0704472,0.0352236,0.0704472,0.0,0.0,0.0,0.0,0.0,0.098642507,0.113704721,0.0,0.106173614,0.0,0.106173614,0.0,0.0,0.0
177648,0.0,0.999,0.001,0.233766,0.765234,0.4591404,0.3060936,0.699423876,0.065810124,0.065810124,0.218856924,0.436948614,0.043618338,0.102,0.898,0.0,0.0,0.0,0.043714242,0.0,0.0,0.014571414,0.0,0.0,0.043714242,0.124129746,0.0,0.109636254,0.459281584,0.196734647,0.043407645,0.0,0.240601813,0.02168214,0.065745844,0.0,0.371394078
324783,0.205224,0.794776,0.0,0.683357942,0.111418058,0.111418058,0.0,0.111418058,0.0,0.0,0.055228149,0.056189909,0.0,0.307589,0.692411,0.0,0.027500221,0.177723779,0.0,0.0307589,0.0,0.0,0.1537945,0.0922767,0.0307589,0.341678971,0.0,0.341678971,0.0,0.0,0.111418058,0.0,0.111418058,0.0,0.0,0.0,0.0
360159,0.117999,0.882001,0.0,0.183591154,0.698409846,0.072823195,0.625586651,0.525545028,0.172864818,0.238965818,0.214174363,0.183313029,0.061956636,0.276239,0.723761,0.0,0.022930274,0.095068726,0.0,0.0,0.122772766,0.122772766,0.030693192,0.0,0.0,0.098486557,0.031031495,0.054073103,0.219715135,0.199687666,0.106142227,0.062080006,0.251017648,0.0,0.0,0.0,0.212447373
149207,0.108507,0.883223,0.00827,0.0,0.883223,0.78588476,0.09733824,0.664165148,0.219057852,0.0,0.299826829,0.554901631,0.028495424,0.494215,0.505785,0.064072407,0.044434593,0.0,0.203412963,0.029129526,0.116024384,0.058259053,0.058259053,0.0,0.029129526,0.0,0.0,0.0,0.258188224,0.324350364,0.081626561,0.0,0.282528548,0.041665072,0.096683185,0.0,0.243288343
405620,0.448872,0.53038,0.020748,0.397785,0.132595,0.0,0.132595,0.0,0.132595,0.0,0.089839477,0.042755523,0.0,0.055804,0.944196,0.0,0.036325415,0.412546585,0.0,0.0,0.0,0.055804,0.0,0.0,0.0,0.265414881,0.0,0.132370119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674320,0.136755,0.860648,0.002596,0.0,0.860648,0.033581624,0.827066376,0.249615461,0.611032539,0.013031932,0.291618526,0.555997542,0.0,0.959518,0.040482,0.043278034,0.093476966,0.0,0.101708908,0.020149878,0.041259274,0.0,0.306086242,0.490313698,0.0,0.0,0.0,0.0,0.06677563,0.080339984,0.102499846,0.0,0.193356629,0.0,0.0,0.0,0.056258832
274066,0.058514,0.934488,0.006998,0.249601745,0.684886255,0.207380134,0.477506122,0.608849498,0.076036757,0.174975425,0.301357486,0.208553344,0.0,0.723257,0.276743,0.0,0.006615417,0.051898583,0.0,0.032808384,0.032266665,0.194072997,0.283670074,0.18043888,0.0,0.197390801,0.0,0.052210944,0.108789228,0.288805324,0.211254946,0.112747968,0.164094681,0.0,0.0,0.0,0.332006849
992434,0.252229,0.689886,0.057886,0.0,0.689886,0.191939393,0.497946607,0.285238196,0.404647804,0.460153962,0.229732038,0.0,0.0,0.219363,0.780637,0.180091506,0.072137494,0.0,0.0,0.0,0.027420375,0.082261125,0.1096815,0.0,0.0,0.0,0.0,0.0,0.164414719,0.07822087,0.042602606,0.0,0.071309549,0.085571459,0.01426191,0.02852382,0.085571459
628630,0.321459,0.6777,0.00084,0.0,0.6777,0.10771296,0.56998704,0.128836192,0.548863808,0.0,0.04854975,0.597529445,0.031620804,0.120101,0.879899,0.016399231,0.26102728,0.044032489,0.09007575,0.0,0.0,0.0,0.03002525,0.0,0.0,0.0,0.0,0.0,0.128836192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128836192
755010,0.696363,0.303637,0.0,0.1214548,0.1821822,0.0,0.1821822,0.080393361,0.101788839,0.0,0.030424427,0.151757773,0.0,0.150806,0.849194,0.0,0.339022237,0.357340763,0.0,0.0,0.0,0.0603224,0.0603224,0.0301612,0.0,0.0910911,0.0303637,0.0,0.0,0.0,0.080393361,0.0,0.0,0.0,0.0,0.0,0.080393361
799549,0.562003,0.437997,0.0,0.0,0.437997,0.0,0.437997,0.0,0.437997,0.0,0.112084308,0.325912692,0.0,0.285248,0.714752,0.196133989,0.365869011,0.0,0.0,0.06382966,0.0,0.0,0.075224462,0.146193879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985151,0.668594,0.281696,0.049711,0.0,0.281696,0.0,0.281696,0.0,0.281696,0.0,0.177952434,0.103743566,0.0,0.19281,0.80719,0.629314771,0.039279229,0.0,0.0,0.04829447,0.0,0.054074336,0.090441194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513520,0.041318,0.952378,0.006304,0.197433674,0.754944326,0.64546079,0.109483536,0.722203146,0.03274118,0.0,0.299619284,0.455325042,0.0,0.186878,0.813122,0.0,0.017834708,0.023483292,0.0,0.0,0.026302892,0.026946126,0.102469692,0.03115929,0.0,0.177421204,0.0,0.020012469,0.153954211,0.448324213,0.119925443,0.0,0.46089127,0.0,0.0,0.0,0.261311875
776742,0.670873,0.327028,0.002099,0.0,0.327028,0.0,0.327028,0.273367938,0.053660062,0.0,0.22197189,0.10505611,0.0,0.272133,0.727867,0.040938012,0.629934988,0.0,0.0,0.0,0.0272133,0.0272133,0.1088532,0.1088532,0.0,0.0,0.0,0.0,0.182336414,0.091031523,0.0,0.0,0.0,0.0,0.0,0.0,0.273367938
945923,0.423816,0.56426,0.011925,0.0,0.56426,0.221091739,0.343168261,0.0,0.56426,0.0,0.133168746,0.186745233,0.244346022,0.153911,0.846089,0.200334433,0.223481567,0.0,0.0,0.0,0.040652205,0.043815383,0.069443412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147864,0.788717,0.204823,0.00646,0.0,0.204823,0.136985008,0.067837992,0.0,0.204823,0.0,0.066532041,0.138290959,0.0,0.04204,0.95796,0.690502016,0.098214984,0.0,0.0,0.0,0.0,0.04204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652610,0.855897,0.122078,0.022025,0.0,0.122078,0.0,0.122078,0.070312899,0.051765101,0.0,0.042093959,0.079984041,0.0,0.186594,0.813406,0.789082257,0.066814743,0.0,0.07090572,0.069412968,0.023137656,0.0,0.023137656,0.0,0.0,0.0,0.0,0.0,0.070312899,0.0,0.0,0.0,0.070312899,0.0,0.0,0.0,0.0
943855,0.839332,0.137973,0.022695,0.0,0.137973,0.0,0.137973,0.0,0.137973,0.0,0.0,0.0,0.137973,0.21623,0.78377,0.73062088,0.10871112,0.0,0.0,0.0360743,0.120103872,0.060051828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120941,0.113592,0.886408,0.0,0.022022807,0.864385193,0.205938908,0.658446285,0.568856218,0.295528976,0.0,0.441676631,0.322521132,0.10018743,0.165656,0.834344,0.07983223,0.03375977,0.0,0.030315048,0.027001928,0.108339024,0.0,0.0,0.0,0.0,0.022022807,0.0,0.0,0.247090093,0.270853493,0.050912631,0.027758477,0.108833003,0.179476412,0.064566318,0.0,0.188221439
663587,0.063327,0.934504,0.002169,0.0,0.934504,0.315657696,0.618846304,0.900160978,0.034343022,0.1403083,0.715567468,0.078628232,0.0,0.139394,0.860606,0.005186291,0.058140709,0.0,0.0,0.0,0.080709126,0.040284866,0.018400008,0.0,0.0,0.0,0.0,0.0,0.62622759,0.246192227,0.027742061,0.0,0.123261743,0.262078268,0.046813772,0.146444489,0.321561806
354787,0.430613,0.540677,0.028711,0.0,0.540677,0.148972734,0.391704266,0.079969913,0.460707087,0.128526492,0.230653349,0.181497699,0.0,0.488817,0.511183,0.217200336,0.213412664,0.0,0.0,0.0,0.057622726,0.402382912,0.028811363,0.0,0.0,0.0,0.0,0.0,0.0,0.079969913,0.0,0.0,0.0,0.0,0.0,0.079969913,0.0
398084,0.052815,0.947185,0.0,0.015943018,0.931241982,0.772866589,0.158375393,0.335407287,0.595834695,0.007433174,0.171069152,0.686048762,0.066691826,0.293719,0.706281,0.028657366,0.024157634,0.0,0.266990571,0.0,0.026728429,0.0,0.0,0.0,0.0,0.0,0.0,0.015943018,0.188533778,0.128191659,0.018681515,0.0,0.26945045,0.0,0.0,0.0,0.065956837
504706,0.818717,0.181283,0.0,0.0,0.181283,0.0,0.181283,0.0,0.181283,0.0,0.029271041,0.12031789,0.031694069,0.143995,0.856005,0.435391244,0.383325756,0.0,0.0,0.0,0.0,0.028799,0.086397,0.028799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284282,0.922667,0.053637,0.023697,0.0,0.053637,0.0,0.053637,0.0,0.053637,0.0,0.0,0.0,0.053637,0.146178,0.853822,0.904429564,0.018237436,0.0,0.097500726,0.0,0.048677274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275460,0.681385,0.224654,0.093961,0.0,0.224654,0.0,0.224654,0.0,0.224654,0.033615877,0.0,0.0,0.191038123,0.297395,0.702605,0.251587784,0.429797216,0.0,0.0,0.0,0.07434875,0.0,0.1486975,0.07434875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913826,0.300244,0.692774,0.006982,0.0,0.692774,0.532278355,0.160495645,0.236076596,0.456697404,0.0,0.139761612,0.508308374,0.044704706,0.323842,0.676158,0.261013819,0.039230181,0.0,0.029305434,0.03707829,0.03707829,0.074901092,0.094176492,0.051302078,0.0,0.0,0.0,0.0,0.115589003,0.120487593,0.0,0.0,0.128623264,0.0,0.0,0.0,0.107453332
207679,0.527164,0.32322,0.149616,0.09511298,0.22810702,0.0,0.22810702,0.0,0.22810702,0.0,0.0,0.22810702,0.0,0.296908,0.703092,0.059383443,0.407757664,0.06002342,0.049583636,0.0,0.0,0.0,0.247324364,0.0,0.0,0.09511298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657449,0.450511,0.549489,0.0,0.0,0.549489,0.0,0.549489,0.0,0.549489,0.0,0.255505791,0.226139451,0.067843758,0.470325,0.529675,0.0,0.399230684,0.051280316,0.0,0.0,0.11158931,0.247438923,0.074205527,0.03709077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608832,0.255,0.608,0.137,0.019456,0.588544,0.039432448,0.549111552,0.039432448,0.549111552,0.549111552,0.039432448,0.0,0.0,0.932,0.068,0.03927,0.21573,0.0,0.0,0.0,0.0,0.590888,0.295444,0.045668,0.0,0.0,0.0,0.019456,0.0,0.019716224,0.019716224,0.019716224,0.0,0.0,0.0,0.0,0.019716224
998355,0.168514,0.772528,0.058958,0.171254007,0.601273993,0.490096027,0.111177966,0.547391425,0.053882568,0.0,0.087173906,0.415051621,0.099048466,0.198771,0.801229,0.0,0.130633064,0.037880936,0.0795084,0.0397542,0.0,0.0,0.0397542,0.0397542,0.0,0.0,0.0,0.171254007,0.156745535,0.220656768,0.169989123,0.0,0.49150933,0.0,0.0,0.0,0.055882096
796039,0.653284,0.212281,0.134436,0.0,0.212281,0.046074954,0.166206046,0.053388884,0.158892116,0.0,0.0,0.212281,0.0,0.0,1.0,0.155507723,0.497776277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053388884,0.0,0.0,0.0,0.0,0.0,0.053388884
838792,0.194344,0.782154,0.023502,0.026985095,0.755168905,0.324855539,0.430313366,0.597016147,0.158152758,0.0,0.206896646,0.528894625,0.019377634,0.145739,0.854261,0.156835802,0.037508198,0.0,0.097110851,0.024314075,0.0,0.0,0.0,0.024314075,0.0,0.026985095,0.0,0.0,0.202608773,0.360744022,0.033663352,0.0,0.484710842,0.0,0.0,0.0,0.112305304
642106,0.327917,0.661857,0.010226,0.0,0.661857,0.573499091,0.08835791,0.342361418,0.319495582,0.0,0.189819926,0.364993618,0.107043456,0.084672,0.915328,0.059430693,0.268486307,0.0,0.0,0.042336,0.042336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25088005,0.091481367,0.0,0.342361418,0.0,0.0,0.0,0.0
160290,0.867712,0.060951,0.071337,0.0,0.060951,0.0,0.060951,0.0,0.060951,0.0,0.02779585,0.03315515,0.0,0.152249,0.847751,0.230203126,0.637508874,0.0,0.0,0.0,0.0304498,0.0,0.0913494,0.0304498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767268,0.04952,0.945575,0.004905,0.828709495,0.116865505,0.0,0.116865505,0.0,0.116865505,0.0,0.0,0.0,0.116865505,0.09564,0.90436,0.0,0.0,0.04952,0.0,0.0,0.05604504,0.0,0.0,0.03959496,0.0,0.725677701,0.069646403,0.033384562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412141,0.847703,0.126068,0.026229,0.031933655,0.094134345,0.0,0.094134345,0.0,0.094134345,0.0,0.043612442,0.050521903,0.0,0.075204,0.924796,0.024583387,0.823119613,0.0,0.0,0.075204,0.0,0.0,0.0,0.0,0.0,0.031933655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684887,0.495098,0.503296,0.001606,0.0,0.503296,0.0,0.503296,0.1250605,0.3782355,0.0,0.278100734,0.225195266,0.0,0.029471,0.970529,0.439919328,0.055178672,0.0,0.0,0.0,0.0,0.0,0.029471,0.0,0.0,0.0,0.0,0.0,0.1250605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1250605
420736,0.878504,0.101025,0.020471,0.0,0.101025,0.0,0.101025,0.078052723,0.022972277,0.0,0.0,0.047936261,0.053088739,0.113228,0.886772,0.728129592,0.150374408,0.0,0.056614,0.0,0.0,0.0,0.056614,0.0,0.0,0.0,0.0,0.0,0.078052723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078052723
349756,0.199976,0.798986,0.001038,0.09976299,0.69922301,0.0,0.69922301,0.470899428,0.228323582,0.137239996,0.155679906,0.333398621,0.072903788,0.333036,0.666964,0.0,0.09732412,0.10265188,0.0,0.0,0.0,0.044728067,0.17056905,0.117738883,0.0,0.09976299,0.0,0.0,0.401690868,0.06920856,0.0,0.055567545,0.253928749,0.0,0.0,0.0,0.161403604
278729,0.200962,0.799038,0.0,0.308045929,0.490992071,0.058091727,0.432900344,0.137991358,0.353000714,0.0,0.084465857,0.380773189,0.025752534,0.21193,0.78807,0.0,0.144449476,0.056512524,0.183463774,0.0,0.0,0.0,0.028466226,0.0,0.0,0.157202614,0.0,0.150843314,0.099665362,0.022090898,0.016234959,0.0,0.042359897,0.0,0.0,0.0,0.095631461
476721,0.619486,0.379696,0.000819,0.0,0.379696,0.0,0.379696,0.0,0.379696,0.0,0.0,0.292116839,0.087579161,0.231668,0.768332,0.123224438,0.496261562,0.0,0.113961196,0.0,0.04828911,0.04828911,0.021128817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399535,0.886937,0.113063,0.0,0.02826575,0.08479725,0.0,0.08479725,0.0,0.08479725,0.0,0.0,0.056559766,0.028237484,0.05479,0.94521,0.696296987,0.190640013,0.0,0.027395,0.027395,0.0,0.0,0.0,0.0,0.0,0.02826575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962348,0.255128,0.71754,0.027332,0.0,0.71754,0.214583925,0.502956075,0.43967694,0.27786306,0.0,0.560058626,0.157481374,0.0,0.089199,0.910801,0.24537063,0.00975737,0.0,0.024797322,0.032200839,0.032200839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.280890251,0.158786689,0.0,0.0,0.23329874,0.0,0.0,0.0,0.2063782
845368,0.605999,0.363606,0.030395,0.0,0.363606,0.180298035,0.183307965,0.0,0.363606,0.0,0.0,0.363606,0.0,0.117024,0.882976,0.015763852,0.581259091,0.008976057,0.0,0.03317923,0.0,0.0,0.041506306,0.042338464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933661,0.845262,0.129647,0.025091,0.03241175,0.09723525,0.0,0.09723525,0.0,0.09723525,0.0,0.033709614,0.063525636,0.0,0.0,1.0,0.053721472,0.738269581,0.053270947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03241175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722563,0.378844,0.590268,0.030888,0.0,0.590268,0.0,0.590268,0.345606046,0.244661954,0.0,0.175244667,0.415023333,0.0,0.0,1.0,0.272071744,0.106772256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345606046,0.0,0.0,0.0,0.213826806,0.0,0.0,0.0,0.13177924
594748,0.685857,0.259846,0.054297,0.0,0.259846,0.0,0.259846,0.0,0.259846,0.259846,0.0,0.0,0.0,0.084486,0.915514,0.0,0.149583354,0.536273646,0.0,0.0,0.0,0.0,0.084486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238173,0.656555,0.273282,0.070163,0.0,0.273282,0.081949073,0.191332927,0.10281798,0.17046402,0.0,0.0,0.118208129,0.155073871,0.605261,0.394739,0.560809584,0.095745416,0.0,0.0,0.05513383,0.0,0.027263982,0.330197718,0.192665471,0.0,0.0,0.0,0.0,0.10281798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10281798
369464,0.331331,0.645024,0.023645,0.0,0.645024,0.0,0.645024,0.0,0.645024,0.0,0.15870751,0.48631649,0.0,0.694438,0.305562,0.278419759,0.052911241,0.0,0.0,0.0,0.0,0.0,0.424234258,0.270203742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889135,0.122898,0.8605,0.016602,0.021592527,0.838907474,0.06039211,0.778515363,0.533816959,0.305090514,0.068678838,0.437648801,0.332579834,0.0,0.0,1.0,0.0,0.096586521,0.026311479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021592527,0.0,0.0,0.272219958,0.218248395,0.043348606,0.0,0.160338863,0.0,0.0,0.0,0.373478096
361352,0.564244,0.409323,0.026434,0.077045231,0.332277769,0.281970582,0.050307187,0.148987038,0.183290731,0.077654644,0.096483164,0.033637143,0.124502819,0.0,1.0,0.0,0.491215592,0.073028408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036949583,0.0,0.040095648,0.148987038,0.0,0.0,0.0,0.148987038,0.0,0.0,0.0,0.0
738480,0.511316,0.430351,0.058333,0.0,0.430351,0.0,0.430351,0.0,0.430351,0.0,0.0,0.322252854,0.108098146,0.723562,0.276438,0.28196981,0.22934619,0.0,0.0,0.0,0.0,0.0,0.234494867,0.489067133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761332,0.014144,0.968276,0.017581,0.0,0.968276,0.076880146,0.891395854,0.954736597,0.013539403,0.0,0.329168331,0.590025759,0.049082879,0.034615,0.965385,0.007860302,0.006283698,0.0,0.0,0.0,0.0,0.034615,0.0,0.0,0.0,0.0,0.0,0.0,0.628216681,0.251095725,0.075424191,0.0,0.527442323,0.150697534,0.075348767,0.050550439,0.150697534
279218,0.758553,0.201937,0.03951,0.0,0.201937,0.0,0.201937,0.0,0.201937,0.0,0.201937,0.0,0.0,0.030055,0.969945,0.607190576,0.151362424,0.0,0.0,0.0,0.0,0.030055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515133,0.326466,0.655722,0.017811,0.047572631,0.608149369,0.0,0.608149369,0.132141736,0.476007633,0.0,0.166358044,0.441791325,0.0,0.259153,0.740847,0.068142269,0.258323731,0.0,0.0,0.0,0.0,0.043235272,0.172682455,0.043235272,0.0,0.0,0.0,0.047572631,0.0,0.132141736,0.0,0.0,0.0,0.0,0.0,0.0,0.132141736
148620,0.783312,0.216688,0.0,0.0,0.216688,0.132502545,0.084185455,0.0,0.216688,0.0,0.0,0.136555911,0.080132089,0.027789,0.972211,0.101198427,0.662806499,0.019307857,0.0,0.0,0.0,0.0,0.027789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428045,0.784524,0.195403,0.020073,0.0,0.195403,0.0,0.195403,0.12135132,0.07405168,0.04885075,0.0,0.0,0.14655225,0.170037,0.829963,0.621156291,0.163367709,0.0,0.0,0.0,0.056622321,0.113414679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12135132,0.0,0.0,0.0,0.0,0.0,0.0,0.12135132
609696,0.873976,0.086502,0.039522,0.0,0.086502,0.0,0.086502,0.086502,0.0,0.0,0.0,0.086502,0.0,0.080418,0.919582,0.326843427,0.547132573,0.0,0.040209,0.040209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086502
962748,0.211472,0.765286,0.023241,0.627702883,0.137583117,0.0,0.137583117,0.0,0.137583117,0.0,0.137583117,0.0,0.0,0.157213,0.842787,0.0,0.068942198,0.142529802,0.0,0.104861071,0.052351929,0.0,0.0,0.0,0.0,0.595555707,0.032147175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
